data_name,pitch,pitch_midi,octave,duration,time_from_prev,time_to_next,fingering,string,pluck,fret
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,D3,50,3,2,0.125,0.125,0,4,,0
Carcassi etude2,G#3,56,3,0.25,0.125,0.125,1,3,,1
Carcassi etude2,B3,59,3,0.25,0.125,0.125,0,2,,0
Carcassi etude2,F4,65,4,0.25,0.125,0.125,2,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,2,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,2,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,2,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,2,1,,1
Carcassi etude2,C3,48,3,2,0.125,0.125,3,5,,3
Carcassi etude2,A3,57,3,0.25,0.125,0.125,2,3,,2
Carcassi etude2,C4,60,4,0.25,0.125,0.125,1,2,,1
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,B2,47,2,2,0.125,0.125,1,5,,2
Carcassi etude2,B3,59,3,0.25,0.125,0.125,3,3,,4
Carcassi etude2,D4,62,4,0.25,0.125,0.125,2,2,,3
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,1,,4
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,1,,4
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,1,,4
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,1,,4
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,1,,4
Carcassi etude2,A2,45,2,2,0.125,0.125,0,5,,0
Carcassi etude2,C4,60,4,0.25,0.125,0.125,2,3,,5
Carcassi etude2,E4,64,4,0.25,0.125,0.125,3,2,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,D3,50,3,2,0.125,0.125,0,4,,0
Carcassi etude2,A3,57,3,0.25,0.125,0.125,2,3,,2
Carcassi etude2,B3,59,3,0.25,0.125,0.125,0,2,,0
Carcassi etude2,F4,65,4,0.25,0.125,0.125,1,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,1,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,1,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,1,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,1,1,,1
Carcassi etude2,E3,52,3,2,0.125,0.125,2,4,,2
Carcassi etude2,G#3,56,3,0.25,0.125,0.125,1,3,,1
Carcassi etude2,D4,62,4,0.25,0.125,0.125,4,2,,3
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,A2,45,2,2,0.125,0.125,0,5,,0
Carcassi etude2,C4,60,4,0.25,0.125,0.125,1,3,,5
Carcassi etude2,E4,64,4,0.25,0.125,0.125,1,2,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,1,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,1,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,1,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,1,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,1,1,,5
Carcassi etude2,A3,57,3,1,0.125,1,3,4,,7
Carcassi etude2,C3,48,3,2,1,0.125,3,5,,3
Carcassi etude2,E3,52,3,0.25,0.125,0.125,2,4,,2
Carcassi etude2,G3,55,3,0.25,0.125,0.125,0,3,,0
Carcassi etude2,C4,60,4,0.25,0.125,0.125,1,2,,1
Carcassi etude2,C4,60,4,0.25,0.125,0.125,1,2,,1
Carcassi etude2,C4,60,4,0.25,0.125,0.125,1,2,,1
Carcassi etude2,C4,60,4,0.25,0.125,0.125,1,2,,1
Carcassi etude2,C4,60,4,0.25,0.125,0.125,1,2,,1
Carcassi etude2,B2,47,2,2,0.125,0.125,2,5,,2
Carcassi etude2,D3,50,3,0.25,0.125,0.125,0,4,,0
Carcassi etude2,G3,55,3,0.25,0.125,0.125,0,3,,0
Carcassi etude2,D4,62,4,0.25,0.125,0.125,4,2,,3
Carcassi etude2,D4,62,4,0.25,0.125,0.125,4,2,,3
Carcassi etude2,D4,62,4,0.25,0.125,0.125,4,2,,3
Carcassi etude2,D4,62,4,0.25,0.125,0.125,4,2,,3
Carcassi etude2,D4,62,4,0.25,0.125,0.125,4,2,,3
Carcassi etude2,B-2,46,2,2,0.125,0.125,1,5,,1
Carcassi etude2,G3,55,3,0.25,0.125,0.125,0,3,,0
Carcassi etude2,C4,60,4,0.25,0.125,0.125,2,2,,1
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,B-2,46,2,2,0.125,0.125,1,5,,1
Carcassi etude2,G3,55,3,0.25,0.125,0.125,0,3,,0
Carcassi etude2,C4,60,4,0.25,0.125,0.125,2,2,,1
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,A2,45,2,2,0.125,0.125,0,5,,0
Carcassi etude2,A3,57,3,0.25,0.125,0.125,1,3,,2
Carcassi etude2,C#4,61,4,0.25,0.125,0.125,1,2,,2
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A2,45,2,2,0.125,0.125,0,5,,0
Carcassi etude2,A3,57,3,0.25,0.125,0.125,1,3,,2
Carcassi etude2,C#4,61,4,0.25,0.125,0.125,1,2,,2
Carcassi etude2,G4,67,4,0.25,0.125,0.125,2,1,,3
Carcassi etude2,G4,67,4,0.25,0.125,0.125,2,1,,3
Carcassi etude2,G4,67,4,0.25,0.125,0.125,2,1,,3
Carcassi etude2,G4,67,4,0.25,0.125,0.125,2,1,,3
Carcassi etude2,G4,67,4,0.25,0.125,0.125,2,1,,3
Carcassi etude2,D3,50,3,2,0.125,0.125,0,4,,0
Carcassi etude2,A3,57,3,0.25,0.125,0.125,1,3,,2
Carcassi etude2,C#4,61,4,0.25,0.125,0.125,1,2,,2
Carcassi etude2,G4,67,4,0.25,0.125,0.125,2,1,,3
Carcassi etude2,G4,67,4,0.25,0.125,0.125,2,1,,3
Carcassi etude2,G4,67,4,0.25,0.125,0.125,2,1,,3
Carcassi etude2,G4,67,4,0.25,0.125,0.125,2,1,,3
Carcassi etude2,G4,67,4,0.25,0.125,0.125,2,1,,3
Carcassi etude2,D3,50,3,2,0.125,0.125,0,4,,0
Carcassi etude2,A3,57,3,0.25,0.125,0.125,2,3,,2
Carcassi etude2,D4,62,4,0.25,0.125,0.125,4,2,,3
Carcassi etude2,F4,65,4,0.25,0.125,0.125,1,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,1,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,1,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,1,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,1,1,,1
Carcassi etude2,D3,50,3,2,0.125,0.125,0,4,,0
Carcassi etude2,G#3,56,3,0.25,0.125,0.125,1,3,,1
Carcassi etude2,B3,59,3,0.25,0.125,0.125,0,2,,0
Carcassi etude2,F4,65,4,0.25,0.125,0.125,2,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,2,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,2,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,2,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,2,1,,1
Carcassi etude2,D3,50,3,2,0.125,0.125,0,4,,0
Carcassi etude2,G#3,56,3,0.25,0.125,0.125,1,3,,1
Carcassi etude2,B3,59,3,0.25,0.125,0.125,0,2,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,C3,48,3,2,0.125,0.125,3,5,,3
Carcassi etude2,A3,57,3,0.25,0.125,0.125,2,3,,2
Carcassi etude2,C4,60,4,0.25,0.125,0.125,1,2,,1
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,B2,47,2,2,0.125,0.125,1,5,,2
Carcassi etude2,B3,59,3,0.25,0.125,0.125,3,3,,4
Carcassi etude2,D4,62,4,0.25,0.125,0.125,2,2,,3
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,1,,4
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,1,,4
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,1,,4
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,1,,4
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,1,,4
Carcassi etude2,A2,45,2,2,0.125,0.125,0,5,,0
Carcassi etude2,C4,60,4,0.25,0.125,0.125,2,3,,5
Carcassi etude2,E4,64,4,0.25,0.125,0.125,3,2,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,F3,53,3,2,0.125,0.125,1,4,,3
Carcassi etude2,C4,60,4,0.25,0.125,0.125,3,3,,5
Carcassi etude2,D#4,63,4,0.25,0.125,0.125,2,2,,4
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,E2,40,2,2,0.125,0.125,0,6,,0
Carcassi etude2,G#3,56,3,0.25,0.125,0.125,2,4,,6
Carcassi etude2,E4,64,4,0.25,0.125,0.125,1,2,,5
Carcassi etude2,B4,71,4,0.25,0.125,0.125,4,1,,7
Carcassi etude2,B4,71,4,0.25,0.125,0.125,4,1,,7
Carcassi etude2,B4,71,4,0.25,0.125,0.125,4,1,,7
Carcassi etude2,B4,71,4,0.25,0.125,0.125,4,1,,7
Carcassi etude2,B4,71,4,0.25,0.125,0.125,4,1,,7
Carcassi etude2,E3,52,3,0.5,0.125,0.25,3,5,,7
Carcassi etude2,D3,50,3,0.5,0.25,0.25,0,4,,0
Carcassi etude2,C3,48,3,0.5,0.25,0.25,3,5,,3
Carcassi etude2,B2,47,2,0.5,0.25,0.25,2,5,,2
Carcassi etude2,A2,45,2,2,0.25,0.125,0,5,,0
Carcassi etude2,A3,57,3,0.25,0.125,0.125,2,3,,2
Carcassi etude2,C4,60,4,0.25,0.125,0.125,1,2,,1
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,A2,45,2,2,0.125,0.125,0,5,,0
Carcassi etude2,B3,59,3,0.25,0.125,0.125,3,3,,4
Carcassi etude2,D4,62,4,0.25,0.125,0.125,2,2,,3
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,1,,4
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,1,,4
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,1,,4
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,1,,4
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,1,,4
Carcassi etude2,A2,45,2,2,0.125,0.125,0,5,,0
Carcassi etude2,C4,60,4,0.25,0.125,0.125,1,3,,5
Carcassi etude2,E4,64,4,0.25,0.125,0.125,1,2,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,1,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,1,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,1,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,1,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,1,1,,5
Carcassi etude2,A2,45,2,2,0.125,0.125,0,5,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,3,3,,9
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,2,,9
Carcassi etude2,B4,71,4,0.25,0.125,0.125,1,1,,7
Carcassi etude2,B4,71,4,0.25,0.125,0.125,1,1,,7
Carcassi etude2,B4,71,4,0.25,0.125,0.125,1,1,,7
Carcassi etude2,B4,71,4,0.25,0.125,0.125,1,1,,7
Carcassi etude2,B4,71,4,0.25,0.125,0.125,1,1,,7
Carcassi etude2,A2,45,2,2,0.125,0.125,0,5,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,3,3,,9
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,2,,10
Carcassi etude2,C5,72,5,0.25,0.125,0.125,2,1,,8
Carcassi etude2,C5,72,5,0.25,0.125,0.125,2,1,,8
Carcassi etude2,C5,72,5,0.25,0.125,0.125,2,1,,8
Carcassi etude2,C5,72,5,0.25,0.125,0.125,2,1,,8
Carcassi etude2,C5,72,5,0.25,0.125,0.125,2,1,,8
Carcassi etude2,A2,45,2,2,0.125,0.125,0,5,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,3,3,,9
Carcassi etude2,G4,67,4,0.25,0.125,0.125,2,2,,8
Carcassi etude2,C#5,73,5,0.25,0.125,0.125,4,1,,9
Carcassi etude2,C#5,73,5,0.25,0.125,0.125,4,1,,9
Carcassi etude2,C#5,73,5,0.25,0.125,0.125,4,1,,9
Carcassi etude2,C#5,73,5,0.25,0.125,0.125,4,1,,9
Carcassi etude2,C#5,73,5,0.25,0.125,0.125,4,1,,9
Carcassi etude2,D3,50,3,2,0.125,0.125,0,4,,0
Carcassi etude2,F4,65,4,0.25,0.125,0.125,1,3,,10
Carcassi etude2,A4,69,4,0.25,0.125,0.125,1,2,,10
Carcassi etude2,D5,74,5,0.25,0.125,0.125,1,1,,10
Carcassi etude2,D5,74,5,0.25,0.125,0.125,1,1,,10
Carcassi etude2,D5,74,5,0.25,0.125,0.125,1,1,,10
Carcassi etude2,D5,74,5,0.25,0.125,0.125,1,1,,10
Carcassi etude2,D5,74,5,0.25,0.125,0.125,1,1,,10
Carcassi etude2,D3,50,3,2,0.125,0.125,0,4,,0
Carcassi etude2,F4,65,4,0.25,0.125,0.125,1,3,,10
Carcassi etude2,A4,69,4,0.25,0.125,0.125,1,2,,10
Carcassi etude2,F5,77,5,0.25,0.125,0.125,4,1,,13
Carcassi etude2,F5,77,5,0.25,0.125,0.125,4,1,,13
Carcassi etude2,F5,77,5,0.25,0.125,0.125,4,1,,13
Carcassi etude2,F5,77,5,0.25,0.125,0.125,4,1,,13
Carcassi etude2,F5,77,5,0.25,0.125,0.125,4,1,,13
Carcassi etude2,D3,50,3,2,0.125,0.125,0,4,,0
Carcassi etude2,G#3,56,3,0.25,0.125,0.125,1,3,,1
Carcassi etude2,B3,59,3,0.25,0.125,0.125,0,2,,0
Carcassi etude2,F4,65,4,0.25,0.125,0.125,2,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,2,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,2,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,2,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,2,1,,1
Carcassi etude2,C3,48,3,2,0.125,0.125,3,5,,3
Carcassi etude2,A3,57,3,0.25,0.125,0.125,2,3,,2
Carcassi etude2,C4,60,4,0.25,0.125,0.125,1,2,,1
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,B2,47,2,2,0.125,0.125,1,5,,2
Carcassi etude2,B3,59,3,0.25,0.125,0.125,3,3,,4
Carcassi etude2,D4,62,4,0.25,0.125,0.125,2,2,,3
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,1,,4
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,1,,4
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,1,,4
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,1,,4
Carcassi etude2,G#4,68,4,0.25,0.125,0.125,4,1,,4
Carcassi etude2,A2,45,2,2,0.125,0.125,0,5,,0
Carcassi etude2,C4,60,4,0.25,0.125,0.125,2,3,,5
Carcassi etude2,E4,64,4,0.25,0.125,0.125,3,2,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,4,1,,5
Carcassi etude2,D3,50,3,2,0.125,0.125,0,4,,0
Carcassi etude2,A3,57,3,0.25,0.125,0.125,2,3,,2
Carcassi etude2,B3,59,3,0.25,0.125,0.125,0,2,,0
Carcassi etude2,F4,65,4,0.25,0.125,0.125,1,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,1,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,1,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,1,1,,1
Carcassi etude2,F4,65,4,0.25,0.125,0.125,1,1,,1
Carcassi etude2,E3,52,3,2,0.125,0.125,2,4,,2
Carcassi etude2,G#3,56,3,0.25,0.125,0.125,1,3,,1
Carcassi etude2,D4,62,4,0.25,0.125,0.125,4,2,,3
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,E4,64,4,0.25,0.125,0.125,0,1,,0
Carcassi etude2,A2,45,2,2,0.125,0.125,0,5,,0
Carcassi etude2,C4,60,4,0.25,0.125,0.125,1,3,,5
Carcassi etude2,E4,64,4,0.25,0.125,0.125,1,2,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,1,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,1,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,1,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,1,1,,5
Carcassi etude2,A4,69,4,0.25,0.125,0.125,1,1,,5
Carcassi etude2,A3,57,3,1,0.125,0,3,4,,7
Carcassi etude3,A2,45,2,3,0,0.1667,0,5,,0
Carcassi etude3,A3,57,3,0.3333,0.1667,0.1667,1,3,,2
Carcassi etude3,C#4,61,4,0.3333,0.1667,0.1667,2,2,,2
Carcassi etude3,F#4,66,4,1,0.1667,0.1667,3,1,,2
Carcassi etude3,A3,57,3,0.3333,0.1667,0.1667,1,3,,2
Carcassi etude3,C#4,61,4,0.3333,0.1667,0.1667,2,2,,2
Carcassi etude3,E4,64,4,1,0.1667,0.1667,0,1,,0
Carcassi etude3,A3,57,3,0.3333,0.1667,0.1667,1,3,,2
Carcassi etude3,C#4,61,4,0.3333,0.1667,0.1667,1,2,,2
Carcassi etude3,A2,45,2,1,0.1667,0.1667,0,5,,0
Carcassi etude3,A3,57,3,0.3333,0.1667,0.1667,1,3,,2
Carcassi etude3,C#4,61,4,0.3333,0.1667,0.1667,2,2,,2
Carcassi etude3,G#2,44,2,3,0.1667,0.1667,3,6,,4
Carcassi etude3,B3,59,3,0.3333,0.1667,0.1667,4,3,,4
Carcassi etude3,D4,62,4,0.3333,0.1667,0.1667,2,2,,3
Carcassi etude3,F#4,66,4,1,0.1667,0.1667,1,1,,2
Carcassi etude3,B3,59,3,0.3333,0.1667,0.1667,4,3,,4
Carcassi etude3,D4,62,4,0.3333,0.1667,0.1667,2,2,,3
Carcassi etude3,E4,64,4,1,0.1667,0.1667,0,1,,0
Carcassi etude3,B3,59,3,0.3333,0.1667,0.1667,4,3,,4
Carcassi etude3,D4,62,4,0.3333,0.1667,0.1667,2,2,,3
Carcassi etude3,G#2,44,2,1,0.1667,0.1667,3,6,,4
Carcassi etude3,B3,59,3,0.3333,0.1667,0.1667,4,3,,4
Carcassi etude3,D4,62,4,0.3333,0.1667,0.1667,2,2,,3
Carcassi etude3,E2,40,2,3,0.1667,0.1667,0,6,,0
Carcassi etude3,B3,59,3,0.3333,0.1667,0.1667,2,3,,4
Carcassi etude3,D4,62,4,0.3333,0.1667,0.1667,1,2,,3
Carcassi etude3,A4,69,4,1,0.1667,0.1667,4,1,,5
Carcassi etude3,B3,59,3,0.3333,0.1667,0.1667,2,3,,4
Carcassi etude3,D4,62,4,0.3333,0.1667,0.1667,1,2,,3
Carcassi etude3,G#4,68,4,1,0.1667,0.1667,3,1,,4
Carcassi etude3,B3,59,3,0.3333,0.1667,0.1667,2,3,,4
Carcassi etude3,D4,62,4,0.3333,0.1667,0.1667,1,2,,3
Carcassi etude3,E2,40,2,1,0.1667,0.1667,0,6,,0
Carcassi etude3,B3,59,3,0.3333,0.1667,0.1667,2,3,,4
Carcassi etude3,D4,62,4,0.3333,0.1667,0.1667,1,2,,3
Carcassi etude3,A2,45,2,3,0.1667,0.1667,0,5,,0
Carcassi etude3,C#4,61,4,0.3333,0.1667,0.1667,2,3,,6
Carcassi etude3,E4,64,4,0.3333,0.1667,0.1667,1,2,,5
Carcassi etude3,B4,71,4,1,0.1667,0.1667,4,1,,7
Carcassi etude3,C#4,61,4,0.3333,0.1667,0.1667,2,3,,6
Carcassi etude3,E4,64,4,0.3333,0.1667,0.1667,1,2,,5
Carcassi etude3,A4,69,4,1,0.1667,0.1667,1,1,,5
Carcassi etude3,C#4,61,4,0.3333,0.1667,0.1667,2,3,,6
Carcassi etude3,E4,64,4,0.3333,0.1667,0.1667,1,2,,5
Carcassi etude3,A2,45,2,1,0.1667,0.1667,0,5,,0
Carcassi etude3,C#4,61,4,0.3333,0.1667,0.1667,2,3,,6
Carcassi etude3,E4,64,4,0.3333,0.1667,0.1667,1,2,,5
Carcassi etude3,A2,45,2,3,0.1667,0.1667,0,5,,0
Carcassi etude3,A3,57,3,0.3333,0.1667,0.1667,1,3,,2
Carcassi etude3,C#4,61,4,0.3333,0.1667,0.1667,1,2,,2
Carcassi etude3,G#4,68,4,1,0.1667,0.1667,4,1,,4
Carcassi etude3,A3,57,3,0.3333,0.1667,0.1667,1,3,,2
Carcassi etude3,C#4,61,4,0.3333,0.1667,0.1667,1,2,,2
Carcassi etude3,F#4,66,4,1,0.1667,0.1667,1,1,,2
Carcassi etude3,A3,57,3,0.3333,0.1667,0.1667,1,3,,2
Carcassi etude3,C#4,61,4,0.3333,0.1667,0.1667,1,2,,2
Carcassi etude3,A2,45,2,1,0.1667,0.1667,0,5,,0
Carcassi etude3,A3,57,3,0.3333,0.1667,0.1667,1,3,,2
Carcassi etude3,C#4,61,4,0.3333,0.1667,0.1667,1,2,,2
Carcassi etude3,A#2,46,2,3,0.1667,0.1667,1,5,,1
Carcassi etude3,G3,55,3,0.3333,0.1667,0.1667,0,3,,0
Carcassi etude3,C#4,61,4,0.3333,0.1667,0.1667,3,2,,2
Carcassi etude3,F#4,66,4,1,0.1667,0.1667,4,1,,2
Carcassi etude3,G3,55,3,0.3333,0.1667,0.1667,0,3,,0
Carcassi etude3,C#4,61,4,0.3333,0.1667,0.1667,3,2,,2
Carcassi etude3,E4,64,4,1,0.1667,0.1667,0,1,,0
Carcassi etude3,G3,55,3,0.3333,0.1667,0.1667,0,3,,0
Carcassi etude3,C#4,61,4,0.3333,0.1667,0.1667,3,2,,2
Carcassi etude3,A#2,46,2,1,0.1667,0.1667,1,5,,1
Carcassi etude3,G3,55,3,0.3333,0.1667,0.1667,0,3,,0
Carcassi etude3,C#4,61,4,0.3333,0.1667,0.1667,3,2,,2
Carcassi etude3,B2,47,2,2,0.1667,0.1667,1,5,,2
Carcassi etude3,F#3,54,3,0.3333,0.1667,0.1667,3,4,,4
Carcassi etude3,A3,57,3,0.3333,0.1667,0.1667,1,3,,2
Carcassi etude3,E4,64,4,1,0.1667,0.1667,4,2,,5
Carcassi etude3,F#3,54,3,0.3333,0.1667,0.1667,3,4,,4
Carcassi etude3,A3,57,3,0.3333,0.1667,0.1667,1,3,,2
Carcassi etude3,B2,47,2,2,0.1667,0.1667,1,5,,2
Carcassi etude3,F#3,54,3,0.3333,0.1667,0.1667,3,4,,4
Carcassi etude3,A3,57,3,0.3333,0.1667,0.1667,1,3,,2
Carcassi etude3,D#4,63,4,1,0.1667,0.1667,4,2,,4
Carcassi etude3,F#3,54,3,0.3333,0.1667,0.1667,3,4,,4
Carcassi etude3,A3,57,3,0.3333,0.1667,0.1667,1,3,,2
Carcassi etude3,E2,40,2,3,0.1667,0.1667,0,6,,0
Carcassi etude3,G#3,56,3,0.3333,0.1667,0.1667,3,4,,6
Carcassi etude3,B3,59,3,0.3333,0.1667,0.1667,1,3,,4
Carcassi etude3,E4,64,4,0.3333,0.1667,0.1667,2,2,,5
Carcassi etude3,G#3,56,3,0.3333,0.1667,0.1667,3,4,,6
